============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-20-D-C-90.txt
  Value mode: flat
  Timelimit:  900s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
    [iter 201485] reheat + diversify: ceiling=25.23, value=30728.0
    [iter 207238] reheat + diversify: ceiling=22.71, value=30728.0
    [iter 212991] reheat + diversify: ceiling=20.44, value=30728.0
    [iter 218744] reheat + diversify: ceiling=18.40, value=18500.0
    [iter 224497] reheat + diversify: ceiling=16.56, value=27848.0
    [iter 230250] reheat + diversify: ceiling=14.90, value=24614.0
    [iter 236003] reheat + diversify: ceiling=13.41, value=26918.0
    [iter 241756] reheat + diversify: ceiling=12.07, value=7202.0
    [iter 247509] reheat + diversify: ceiling=10.86, value=21734.0
    [iter 253262] reheat + diversify: ceiling=9.78, value=30728.0
    [iter 259015] reheat + diversify: ceiling=8.80, value=13316.0
    [iter 264768] reheat + diversify: ceiling=7.92, value=8132.0
    [iter 270521] reheat + diversify: ceiling=7.13, value=18500.0
    [iter 276274] reheat + diversify: ceiling=6.41, value=22310.0
    [iter 282027] reheat + diversify: ceiling=5.77, value=27848.0
    [iter 287780] reheat + diversify: ceiling=5.20, value=30728.0
    [iter 293533] reheat + diversify: ceiling=4.68, value=13316.0
    [iter 299286] reheat + diversify: ceiling=4.21, value=30728.0
    [iter 305039] reheat + diversify: ceiling=3.79, value=25988.0
    [iter 310792] reheat + diversify: ceiling=3.41, value=16550.0
    [iter 316545] reheat + diversify: ceiling=3.07, value=15620.0
    [iter 322298] reheat + diversify: ceiling=2.76, value=19430.0
    [iter 328051] reheat + diversify: ceiling=2.49, value=19430.0
    [iter 333804] reheat + diversify: ceiling=2.24, value=25544.0
    [iter 339557] reheat + diversify: ceiling=2.01, value=30728.0
    [iter 345310] reheat + diversify: ceiling=1.81, value=30728.0
    [iter 351063] reheat + diversify: ceiling=1.63, value=30728.0
    [iter 356816] reheat + diversify: ceiling=1.47, value=24614.0
    [iter 362569] reheat + diversify: ceiling=1.32, value=28424.0
    [iter 368322] reheat + diversify: ceiling=1.19, value=22310.0
    [iter 374075] reheat + diversify: ceiling=1.07, value=15620.0
    [iter 379828] reheat + diversify: ceiling=0.96, value=15620.0
    [iter 385581] reheat + diversify: ceiling=0.87, value=26918.0
    [iter 391334] reheat + diversify: ceiling=0.78, value=24614.0
    [iter 397087] reheat + diversify: ceiling=0.70, value=30728.0
    [iter 402840] reheat + diversify: ceiling=0.63, value=17126.0
    [iter 408593] reheat + diversify: ceiling=0.57, value=27848.0
    [iter 414346] reheat + diversify: ceiling=0.51, value=28424.0
    [iter 420099] reheat + diversify: ceiling=0.46, value=29798.0
    [iter 425852] reheat + diversify: ceiling=0.41, value=19430.0
    [iter 431605] reheat + diversify: ceiling=0.37, value=11012.0
    [iter 437358] reheat + diversify: ceiling=0.34, value=30728.0
    [iter 443111] reheat + diversify: ceiling=0.30, value=30728.0
    [iter 448864] reheat + diversify: ceiling=0.27, value=30728.0
    [iter 454617] reheat + diversify: ceiling=0.24, value=22310.0
    [iter 460370] reheat + diversify: ceiling=0.22, value=19430.0
    [iter 466123] reheat + diversify: ceiling=0.20, value=13316.0
    [iter 471876] reheat + diversify: ceiling=0.18, value=33608.0
    [iter 477629] reheat + diversify: ceiling=0.16, value=22310.0
    [iter 483382] reheat + diversify: ceiling=0.14, value=8132.0
    [iter 489135] reheat + diversify: ceiling=0.13, value=30728.0
    [iter 494888] reheat + diversify: ceiling=0.12, value=30728.0
    [iter 500641] reheat + diversify: ceiling=0.11, value=33608.0
    [iter 506394] reheat + diversify: ceiling=0.09, value=30728.0
    [iter 512147] reheat + diversify: ceiling=0.09, value=30728.0
    [iter 517900] reheat + diversify: ceiling=0.08, value=30728.0
    [iter 523653] reheat + diversify: ceiling=0.07, value=28424.0
    [iter 529406] reheat + diversify: ceiling=0.06, value=30728.0
    [iter 535159] reheat + diversify: ceiling=0.06, value=29798.0
    [iter 540912] reheat + diversify: ceiling=0.05, value=19430.0
    [iter 546665] reheat + diversify: ceiling=0.05, value=14246.0
    [iter 552418] reheat + diversify: ceiling=0.04, value=8132.0
    [iter 558171] reheat + diversify: ceiling=0.04, value=33608.0
    [iter 563924] reheat + diversify: ceiling=0.03, value=30728.0
    [iter 569677] reheat + diversify: ceiling=0.03, value=33608.0
    [iter 575430] reheat + diversify: ceiling=0.03, value=30728.0
    [iter 581183] reheat + diversify: ceiling=0.02, value=15620.0
    [iter 586936] reheat + diversify: ceiling=0.02, value=19430.0
    [iter 592689] reheat + diversify: ceiling=0.02, value=33608.0
    [iter 598442] reheat + diversify: ceiling=0.02, value=33608.0
    [iter 604195] reheat + diversify: ceiling=0.02, value=30728.0
    [iter 609948] reheat + diversify: ceiling=0.01, value=27848.0
    [iter 615701] reheat + diversify: ceiling=0.01, value=30420.0
    [iter 621454] reheat + diversify: ceiling=0.01, value=33608.0
    [iter 627207] reheat + diversify: ceiling=0.01, value=11012.0
    [iter 632960] reheat + diversify: ceiling=0.01, value=13316.0
    [iter 638713] reheat + diversify: ceiling=0.01, value=28424.0
    [iter 644466] reheat + diversify: ceiling=0.01, value=30728.0
    [iter 650219] reheat + diversify: ceiling=0.01, value=11942.0
    [iter 655972] reheat + diversify: ceiling=0.01, value=11012.0
    [iter 661725] reheat + diversify: ceiling=0.01, value=30728.0
    [iter 667478] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 673231] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 678984] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 684737] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 690490] reheat + diversify: ceiling=0.00, value=16550.0
    [iter 696243] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 701996] reheat + diversify: ceiling=0.00, value=21734.0
    [iter 707749] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 713502] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 719255] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 725008] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 730761] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 736514] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 742267] reheat + diversify: ceiling=0.00, value=26918.0
    [iter 748020] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 753773] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 759526] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 765279] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 771032] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 776785] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 782538] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 788291] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 794044] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 799797] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 805550] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 811303] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 817056] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 822809] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 828562] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 834315] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 840068] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 845821] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 851574] reheat + diversify: ceiling=0.00, value=10436.0
    [iter 857327] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 863080] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 868833] reheat + diversify: ceiling=0.00, value=26918.0
    [iter 874586] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 880339] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 886092] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 891845] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 897598] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 903351] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 909104] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 914857] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 920610] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 926363] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 932116] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 937869] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 943622] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 949375] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 955128] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 960881] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 966634] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 972387] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 978140] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 983893] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 989646] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 995399] reheat + diversify: ceiling=0.00, value=9062.0
    [iter 1001152] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 1006905] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 1012658] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 1018411] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1024164] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1029917] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1035670] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1041423] reheat + diversify: ceiling=0.00, value=21734.0
    [iter 1047176] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1052929] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1058682] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1064435] reheat + diversify: ceiling=0.00, value=8132.0
    [iter 1070188] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1075941] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1081694] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1087447] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1093200] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1098953] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1104706] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1110459] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1116212] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1121965] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1127718] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1133471] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1139224] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 1144977] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1150730] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1156483] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1162236] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1167989] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1173742] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1179495] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1185248] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1191001] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1196754] reheat + diversify: ceiling=0.00, value=21734.0
    [iter 1202507] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1208260] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1214013] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1219766] reheat + diversify: ceiling=0.00, value=16550.0
    [iter 1225519] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1231272] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 1237025] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1242778] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1248531] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1254284] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1260037] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1265790] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1271543] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1277296] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1283049] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1288802] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1294555] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1300308] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1306061] reheat + diversify: ceiling=0.00, value=11366.0
    [iter 1311814] reheat + diversify: ceiling=0.00, value=21734.0
    [iter 1317567] reheat + diversify: ceiling=0.00, value=10436.0
    [iter 1323320] reheat + diversify: ceiling=0.00, value=7202.0
    [iter 1329073] reheat + diversify: ceiling=0.00, value=25544.0
    [iter 1334826] reheat + diversify: ceiling=0.00, value=25544.0
    [iter 1340579] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 1346332] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1352085] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1357838] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1363591] reheat + diversify: ceiling=0.00, value=16550.0
    [iter 1369344] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 1375097] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1380850] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1386603] reheat + diversify: ceiling=0.00, value=16550.0
    [iter 1392356] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 1398109] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1403862] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1409615] reheat + diversify: ceiling=0.00, value=7202.0
    [iter 1415368] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1421121] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1426874] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1432627] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1438380] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1444133] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1449886] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1455639] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1461392] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1467145] reheat + diversify: ceiling=0.00, value=23240.0
    [iter 1472898] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1478651] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1484404] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1490157] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1495910] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1501663] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1507416] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1513169] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1518922] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1524675] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1530428] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1536181] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1541934] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1547687] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1553440] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1559193] reheat + diversify: ceiling=0.00, value=23240.0
    [iter 1564946] reheat + diversify: ceiling=0.00, value=16550.0
    [iter 1570699] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1576452] reheat + diversify: ceiling=0.00, value=8132.0
    [iter 1582205] reheat + diversify: ceiling=0.00, value=20804.0
    [iter 1587958] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1593711] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1599464] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1605217] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1610970] reheat + diversify: ceiling=0.00, value=20804.0
    [iter 1616723] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1622476] reheat + diversify: ceiling=0.00, value=25988.0
    [iter 1628229] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 1633982] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1639735] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1645488] reheat + diversify: ceiling=0.00, value=25988.0
    [iter 1651241] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1656994] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1662747] reheat + diversify: ceiling=0.00, value=25988.0
    [iter 1668500] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1674253] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1680006] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1685759] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1691512] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1697265] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1703018] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1708771] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1714524] reheat + diversify: ceiling=0.00, value=20804.0
    [iter 1720277] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1726030] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1731783] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1737536] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 1743289] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1749042] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1754795] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1760548] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1766301] reheat + diversify: ceiling=0.00, value=9992.0
    [iter 1772054] reheat + diversify: ceiling=0.00, value=23240.0
    [iter 1777807] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1783560] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1789313] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1795066] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1800819] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 1806572] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1812325] reheat + diversify: ceiling=0.00, value=17126.0
    [iter 1818078] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 1823831] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1829584] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1835337] reheat + diversify: ceiling=0.00, value=23240.0
    [iter 1841090] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 1846843] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1852596] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1858349] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1864102] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1869855] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1875608] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1881361] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1887114] reheat + diversify: ceiling=0.00, value=10436.0
    [iter 1892867] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1898620] reheat + diversify: ceiling=0.00, value=25544.0
    [iter 1904373] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1910126] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 1915879] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1921632] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 1927385] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1933138] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 1938891] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 1944644] reheat + diversify: ceiling=0.00, value=25544.0
    [iter 1950397] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1956150] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 1961903] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 1967656] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 1973409] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 1979162] reheat + diversify: ceiling=0.00, value=10436.0
    [iter 1984915] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 1990668] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 1996421] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2002174] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2007927] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2013680] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2019433] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2025186] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2030939] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 2036692] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 2042445] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2048198] reheat + diversify: ceiling=0.00, value=23240.0
    [iter 2053951] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 2059704] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2065457] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 2071210] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2076963] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2082716] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2088469] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2094222] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2099975] reheat + diversify: ceiling=0.00, value=14822.0
    [iter 2105728] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2111481] reheat + diversify: ceiling=0.00, value=27848.0
    [iter 2117234] reheat + diversify: ceiling=0.00, value=22310.0
    [iter 2122987] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2128740] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 2134493] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2140246] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 2145999] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2151752] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 2157505] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2163258] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 2169011] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 2174764] reheat + diversify: ceiling=0.00, value=18500.0
    [iter 2180517] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 2186270] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2192023] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2197776] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2203529] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2209282] reheat + diversify: ceiling=0.00, value=24614.0
    [iter 2215035] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2220788] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 2226541] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 2232294] reheat + diversify: ceiling=0.00, value=11942.0
    [iter 2238047] reheat + diversify: ceiling=0.00, value=14246.0
    [iter 2243800] reheat + diversify: ceiling=0.00, value=21734.0
    [iter 2249553] reheat + diversify: ceiling=0.00, value=29798.0
    [iter 2255306] reheat + diversify: ceiling=0.00, value=30728.0
    [iter 2261059] reheat + diversify: ceiling=0.00, value=19430.0
    [iter 2266812] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2272565] reheat + diversify: ceiling=0.00, value=26918.0
    [iter 2278318] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2284071] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2289824] reheat + diversify: ceiling=0.00, value=11012.0
    [iter 2295577] reheat + diversify: ceiling=0.00, value=33608.0
    [iter 2301330] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2307083] reheat + diversify: ceiling=0.00, value=15620.0
    [iter 2312836] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2318589] reheat + diversify: ceiling=0.00, value=13316.0
    [iter 2324342] reheat + diversify: ceiling=0.00, value=28424.0
    [iter 2330095] reheat + diversify: ceiling=0.00, value=30728.0
