============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-20-D-C-50.txt
  Value mode: flat
  Timelimit:  300s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
    [iter 195983] reheat + diversify: ceiling=7.66, value=11110.0
    [iter 201736] reheat + diversify: ceiling=6.89, value=13192.0
    [iter 207489] reheat + diversify: ceiling=6.21, value=13192.0
    [iter 213242] reheat + diversify: ceiling=5.58, value=12616.0
    [iter 218995] reheat + diversify: ceiling=5.03, value=12616.0
    [iter 224748] reheat + diversify: ceiling=4.52, value=9604.0
    [iter 230501] reheat + diversify: ceiling=4.07, value=11110.0
    [iter 236254] reheat + diversify: ceiling=3.66, value=12616.0
    [iter 242007] reheat + diversify: ceiling=3.30, value=11686.0
    [iter 247760] reheat + diversify: ceiling=2.97, value=11110.0
    [iter 253513] reheat + diversify: ceiling=2.67, value=10180.0
    [iter 259266] reheat + diversify: ceiling=2.40, value=13192.0
    [iter 265019] reheat + diversify: ceiling=2.16, value=11464.0
    [iter 270772] reheat + diversify: ceiling=1.95, value=10534.0
    [iter 276525] reheat + diversify: ceiling=1.75, value=12616.0
    [iter 282278] reheat + diversify: ceiling=1.58, value=12040.0
    [iter 288031] reheat + diversify: ceiling=1.42, value=12040.0
    [iter 293784] reheat + diversify: ceiling=1.28, value=12616.0
    [iter 299537] reheat + diversify: ceiling=1.15, value=13192.0
    [iter 305290] reheat + diversify: ceiling=1.03, value=11110.0
    [iter 311043] reheat + diversify: ceiling=0.93, value=11686.0
    [iter 316796] reheat + diversify: ceiling=0.84, value=9160.0
    [iter 322549] reheat + diversify: ceiling=0.75, value=12616.0
    [iter 328302] reheat + diversify: ceiling=0.68, value=10534.0
    [iter 334055] reheat + diversify: ceiling=0.61, value=10180.0
    [iter 339808] reheat + diversify: ceiling=0.55, value=10534.0
    [iter 345561] reheat + diversify: ceiling=0.49, value=12616.0
    [iter 351314] reheat + diversify: ceiling=0.45, value=8230.0
    [iter 357067] reheat + diversify: ceiling=0.40, value=12040.0
    [iter 362820] reheat + diversify: ceiling=0.36, value=10494.0
    [iter 368573] reheat + diversify: ceiling=0.32, value=12616.0
    [iter 374326] reheat + diversify: ceiling=0.29, value=11110.0
    [iter 380079] reheat + diversify: ceiling=0.26, value=11110.0
    [iter 385832] reheat + diversify: ceiling=0.24, value=9604.0
    [iter 391585] reheat + diversify: ceiling=0.21, value=8230.0
    [iter 397338] reheat + diversify: ceiling=0.19, value=10534.0
    [iter 403091] reheat + diversify: ceiling=0.17, value=12040.0
    [iter 408844] reheat + diversify: ceiling=0.16, value=13192.0
    [iter 414597] reheat + diversify: ceiling=0.14, value=7654.0
    [iter 420350] reheat + diversify: ceiling=0.13, value=10534.0
    [iter 426103] reheat + diversify: ceiling=0.11, value=10180.0
    [iter 431856] reheat + diversify: ceiling=0.10, value=11110.0
    [iter 437609] reheat + diversify: ceiling=0.09, value=11110.0
    [iter 443362] reheat + diversify: ceiling=0.08, value=9160.0
    [iter 449115] reheat + diversify: ceiling=0.07, value=12616.0
    [iter 454868] reheat + diversify: ceiling=0.07, value=11686.0
    [iter 460621] reheat + diversify: ceiling=0.06, value=12616.0
    [iter 466374] reheat + diversify: ceiling=0.05, value=12040.0
    [iter 472127] reheat + diversify: ceiling=0.05, value=11110.0
    [iter 477880] reheat + diversify: ceiling=0.04, value=11686.0
    [iter 483633] reheat + diversify: ceiling=0.04, value=11110.0
    [iter 489386] reheat + diversify: ceiling=0.04, value=12616.0
    [iter 495139] reheat + diversify: ceiling=0.03, value=12616.0
    [iter 500892] reheat + diversify: ceiling=0.03, value=11110.0
    [iter 506645] reheat + diversify: ceiling=0.03, value=12040.0
    [iter 512398] reheat + diversify: ceiling=0.02, value=10180.0
    [iter 518151] reheat + diversify: ceiling=0.02, value=12040.0
    [iter 523904] reheat + diversify: ceiling=0.02, value=12616.0
    [iter 529657] reheat + diversify: ceiling=0.02, value=8230.0
    [iter 535410] reheat + diversify: ceiling=0.02, value=12616.0
    [iter 541163] reheat + diversify: ceiling=0.01, value=10180.0
    [iter 546916] reheat + diversify: ceiling=0.01, value=12616.0
    [iter 552669] reheat + diversify: ceiling=0.01, value=11686.0
    [iter 558422] reheat + diversify: ceiling=0.01, value=12040.0
    [iter 564175] reheat + diversify: ceiling=0.01, value=12040.0
    [iter 569928] reheat + diversify: ceiling=0.01, value=12040.0
    [iter 575681] reheat + diversify: ceiling=0.01, value=11110.0
    [iter 581434] reheat + diversify: ceiling=0.01, value=11110.0
    [iter 587187] reheat + diversify: ceiling=0.01, value=13192.0
    [iter 592940] reheat + diversify: ceiling=0.01, value=12040.0
    [iter 598693] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 604446] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 610199] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 615952] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 621705] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 627458] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 633211] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 638964] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 644717] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 650470] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 656223] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 661976] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 667729] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 673482] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 679235] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 684988] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 690741] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 696494] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 702247] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 708000] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 713753] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 719506] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 725259] reheat + diversify: ceiling=0.00, value=6724.0
    [iter 731012] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 736765] reheat + diversify: ceiling=0.00, value=9736.0
    [iter 742518] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 748271] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 754024] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 759777] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 765530] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 771283] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 777036] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 782789] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 788542] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 794295] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 800048] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 805801] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 811554] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 817307] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 823060] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 828813] reheat + diversify: ceiling=0.00, value=6724.0
    [iter 834566] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 840319] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 846072] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 851825] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 857578] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 863331] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 869084] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 874837] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 880590] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 886343] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 892096] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 897849] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 903602] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 909355] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 915108] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 920861] reheat + diversify: ceiling=0.00, value=11464.0
    [iter 926614] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 932367] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 938120] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 943873] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 949626] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 955379] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 961132] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 966885] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 972638] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 978391] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 984144] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 989897] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 995650] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1001403] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1007156] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1012909] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1018662] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1024415] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1030168] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1035921] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1041674] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1047427] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1053180] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1058933] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1064686] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1070439] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1076192] reheat + diversify: ceiling=0.00, value=6724.0
    [iter 1081945] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1087698] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1093451] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1099204] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1104957] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1110710] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1116463] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1122216] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1127969] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1133722] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1139475] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1145228] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1150981] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1156734] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1162487] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1168240] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1173993] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1179746] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1185499] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1191252] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1197005] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1202758] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1208511] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1214264] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1220017] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1225770] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1231523] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1237276] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1243029] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1248782] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1254535] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1260288] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1266041] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1271794] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1277547] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1283300] reheat + diversify: ceiling=0.00, value=10494.0
    [iter 1289053] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1294806] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1300559] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1306312] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1312065] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1317818] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1323571] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1329324] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1335077] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1340830] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1346583] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1352336] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1358089] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1363842] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1369595] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1375348] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1381101] reheat + diversify: ceiling=0.00, value=8674.0
    [iter 1386854] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1392607] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1398360] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1404113] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1409866] reheat + diversify: ceiling=0.00, value=8988.0
    [iter 1415619] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1421372] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1427125] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1432878] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1438631] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1444384] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1450137] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1455890] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1461643] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1467396] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1473149] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1478902] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1484655] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1490408] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1496161] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1501914] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1507667] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1513420] reheat + diversify: ceiling=0.00, value=9736.0
    [iter 1519173] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1524926] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1530679] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1536432] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1542185] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1547938] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1553691] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1559444] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1565197] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1570950] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1576703] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 1582456] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1588209] reheat + diversify: ceiling=0.00, value=8988.0
    [iter 1593962] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1599715] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 1605468] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1611221] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1616974] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1622727] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1628480] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1634233] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1639986] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1645739] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1651492] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1657245] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 1662998] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1668751] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1674504] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1680257] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1686010] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1691763] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1697516] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1703269] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1709022] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1714775] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1720528] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1726281] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1732034] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1737787] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1743540] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1749293] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1755046] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1760799] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1766552] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1772305] reheat + diversify: ceiling=0.00, value=11464.0
    [iter 1778058] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1783811] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1789564] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1795317] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1801070] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1806823] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1812576] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1818329] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 1824082] reheat + diversify: ceiling=0.00, value=11464.0
    [iter 1829835] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1835588] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1841341] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1847094] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1852847] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1858600] reheat + diversify: ceiling=0.00, value=6724.0
    [iter 1864353] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1870106] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1875859] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1881612] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1887365] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1893118] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1898871] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 1904624] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1910377] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1916130] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1921883] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 1927636] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1933389] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1939142] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1944895] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1950648] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 1956401] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 1962154] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 1967907] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 1973660] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1979413] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 1985166] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 1990919] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 1996672] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2002425] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2008178] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2013931] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2019684] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2025437] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2031190] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 2036943] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2042696] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2048449] reheat + diversify: ceiling=0.00, value=11464.0
    [iter 2054202] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2059955] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2065708] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2071461] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2077214] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2082967] reheat + diversify: ceiling=0.00, value=9160.0
    [iter 2088720] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2094473] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2100226] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 2105979] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2111732] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2117485] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 2123238] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 2128991] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2134744] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2140497] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2146250] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2152003] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2157756] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 2163509] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2169262] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2175015] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2180768] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 2186521] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2192274] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2198027] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2203780] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2209533] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2215286] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2221039] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2226792] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2232545] reheat + diversify: ceiling=0.00, value=10180.0
    [iter 2238298] reheat + diversify: ceiling=0.00, value=10534.0
    [iter 2244051] reheat + diversify: ceiling=0.00, value=12040.0
    [iter 2249804] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2255557] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2261310] reheat + diversify: ceiling=0.00, value=13192.0
    [iter 2267063] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 2272816] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2278569] reheat + diversify: ceiling=0.00, value=12616.0
    [iter 2284322] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2290075] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2295828] reheat + diversify: ceiling=0.00, value=9604.0
    [iter 2301581] reheat + diversify: ceiling=0.00, value=11686.0
    [iter 2307334] reheat + diversify: ceiling=0.00, value=8230.0
    [iter 2313087] reheat + diversify: ceiling=0.00, value=7654.0
    [iter 2318840] reheat + diversify: ceiling=0.00, value=11110.0
    [iter 2324593] reheat + diversify: ceiling=0.00, value=8230.0
